B3:83:C5:27 , 9/15/2025 3:34:19 PM, 
D3:2F:30:14 , 9/15/2025 3:34:25 PM, 
6B:4E:B5:04 , 9/15/2025 3:34:32 PM, 
B3:83:C5:27 , 9/15/2025 3:34:38 PM, 
D3:2F:30:14 , 9/15/2025 3:34:57 PM, 
B3:83:C5:27 , 9/15/2025 3:35:11 PM, 
58:53 PM, OUT
/14/2025 5:27:03 PM, 
D3:2F:30:14 , 9/14/2025 5:27:13 PM, 
25 3:17:42 PM, OUT
D3:2F:30:14 , 9/14/2025 1:07:57 PM, IN
B3:83:C5:27 , 9/14/2025 1:13:41 PM, OUT
B3:83:C5:27 , 9/14/2025 1:13:57 PM, IN
